1,1,1,1,1,2,2,2,2,1,1
2,1,1,1,1,2,2,2,2,1,5
3,5,4,5,5,4,4,5,4,5,5
4,4,4,4,4,4,4,4,4,4,4
5,3,3,3,3,3,3,3,3,3,3
6,4,3,5,4,3,3,5,5,4,3
7,3,5,4,4,3,5,3,4,4,5
8,1,2,2,1,1,2,2,1,2,1
9,4,5,4,3,5,4,5,3,2,5
10,4,5,4,3,5,4,5,3,2,5
11,2,2,2,2,2,2,2,2,2,2
12,3,1,2,3,1,1,2,2,1,2
13,1,2,3,2,2,3,1,1,2,3
14,1,2,2,1,2,1,3,2,2,1
15,1,2,2,1,2,1,3,2,2,1
16,1,2,2,1,2,1,3,2,2,1
17,1,2,2,1,2,1,3,2,2,1
18,1,2,2,1,2,1,3,2,2,1
19,1,2,2,1,2,1,3,2,2,1
20,1,2,2,1,2,1,3,2,2,1
